Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_2	GO:0044710~single-organism metabolic process	42	32.30769230769231	9.055214708161699E-4	XP_686522, NP_001001589, NP_001019591, NP_991204, NP_957433, NP_001003746, NP_001003747, NP_001004577, NP_001004115, NP_956962, XP_005170233, NP_001003743, NP_001003882, NP_001082894, NP_571369, NP_001039309, NP_001107050, NP_955854, NP_001304099, NP_001004529, NP_957021, NP_956472, NP_958895, NP_001068576, NP_001002207, NP_001002068, NP_001004540, NP_001274017, NP_571876, NP_001076362, NP_998799, NP_997889, NP_001038907, NP_001025360, NP_001032183, XP_697507, XP_693668, NP_998096, NP_001116749, NP_998296, NP_001038822, NP_998672	86	323	1005	1.519547843617251	0.0537626414897151	0.05523680971978636	0.05523680971978636
GOTERM_BP_2	GO:0044763~single-organism cellular process	48	36.92307692307693	0.3383938733146742	NP_001001589, NP_991204, NP_851300, NP_957433, NP_956047, NP_956883, NP_001003746, NP_001003747, NP_001004577, NP_956962, NP_999905, NP_001025431, XP_005170233, NP_001003882, NP_001082894, NP_001032750, NP_955934, NP_571105, NP_571369, NP_001039309, NP_955854, NP_001304099, NP_001096608, NP_001036210, NP_956280, NP_001013278, NP_001004529, NP_001002748, NP_956472, NP_958895, NP_001068576, NP_998192, NP_001002207, NP_001002068, NP_001002588, NP_001274017, NP_571876, XP_005162901, NP_001038907, NP_001032183, NP_001036186, XP_697507, XP_693668, NP_998096, NP_998296, NP_001038822, NP_957282, NP_998672	86	528	1005	1.062367864693446	0.9999999999886088	1.0	1.0
GOTERM_BP_2	GO:0006457~protein folding	5	3.8461538461538463	0.34276059847934637	NP_998356, NP_001315353, NP_991204, NP_997778, NP_956007	86	35	1005	1.6694352159468437	0.9999999999923943	1.0	1.0
GOTERM_BP_2	GO:0051234~establishment of localization	17	13.076923076923078	0.4869670142753426	NP_957372, NP_957021, NP_001019591, NP_001068576, NP_956883, NP_999905, NP_001020701, NP_001004546, NP_001032750, XP_005162901, NP_998799, NP_001032183, NP_001036186, XP_017210321, NP_956280, NP_957282, NP_001038822	86	183	1005	1.0855890202058711	1.0	1.0	1.0
GOTERM_BP_2	GO:0042221~response to chemical	7	5.384615384615385	0.5824551048271324	NP_571369, NP_991204, NP_001068576, NP_955896, NP_001025431, NP_958901, NP_001002588	86	72	1005	1.136143410852713	1.0	1.0	1.0
GOTERM_BP_2	GO:0032259~methylation	2	1.5384615384615385	0.6558047366650763	NP_001034928, NP_001073508	86	12	1005	1.947674418604651	1.0	1.0	1.0
GOTERM_BP_2	GO:0006950~response to stress	9	6.923076923076923	0.6621739319670851	NP_998501, NP_001076362, NP_001315353, NP_991204, NP_001068576, NP_998192, NP_001096608, NP_001002588, NP_001013278	86	103	1005	1.0211108602393317	1.0	1.0	1.0
GOTERM_BP_2	GO:0009628~response to abiotic stimulus	3	2.307692307692308	0.6824386252395226	NP_001315353, NP_998192, NP_001096608	86	27	1005	1.2984496124031009	1.0	1.0	1.0
GOTERM_BP_2	GO:0009056~catabolic process	11	8.461538461538462	0.7032549678612408	NP_957372, NP_001004529, NP_998501, NP_956472, NP_001068576, NP_571467, NP_001003746, NP_001304099, NP_001002207, NP_001017633, XP_005170233	86	132	1005	0.9738372093023256	1.0	1.0	1.0
GOTERM_BP_2	GO:1902578~single-organism localization	8	6.153846153846154	0.7350663567243162	NP_001032750, NP_956883, NP_999905, NP_001036186, XP_017210321, NP_001004546, NP_001038822, NP_957282	86	97	1005	0.9637976504435387	1.0	1.0	1.0
